"Year","Ndays","Ndets","ID","CamNum_Redux"
2017,121,0,3453,1399
2018,121,0,3453,1399
2017,90,4,1063,1400
2018,96,7,1063,1400
2016,5,0,4272,1401
2016,67,1,4272,1402
2017,99,0,4272,1402
2016,97,0,3528,1403
2017,113,1,3528,1403
2018,99,0,3528,1403
2017,18,0,4272,1404
2018,121,0,4272,1404
2017,57,0,1380,1405
2018,121,1,1380,1405
2017,39,1,2454,1406
2018,93,1,2454,1406
2017,12,1,542,1407
2018,14,0,4504,1408
2017,22,0,495,1409
2018,121,0,5447,1410
2017,72,0,542,1411
2017,90,0,1459,1412
2018,121,1,1459,1412
2017,100,0,1300,1413
2018,114,0,1300,1413
2017,12,0,542,1414
2017,12,2,542,1415
2017,46,0,2798,1416
2018,121,0,2798,1416
2017,12,0,496,1417
2017,12,0,496,1418
2018,121,0,496,1419
2017,22,0,1301,1420
2018,5,0,5338,1421
2017,114,6,1460,1422
2018,100,3,1460,1422
2017,50,2,2542,1423
2018,121,0,2542,1423
2018,102,0,843,1424
2017,73,4,1381,1425
2018,121,2,1381,1425
2017,59,3,2109,1426
2018,43,0,4735,1427
2017,111,0,991,1428
2018,121,0,991,1428
2017,4,0,2281,1429
2018,108,0,2281,1429
2017,92,0,1222,1430
2018,96,1,1222,1430
2017,117,0,1302,1431
2018,81,0,5394,1432
2017,121,0,5016,1433
2018,40,0,5016,1433
2018,84,0,5449,1434
2016,5,0,5449,1435
2017,65,1,5449,1435
2018,61,2,2281,1436
2016,116,0,4448,1437
2016,6,0,4448,1438
2017,73,0,3377,1439
2018,121,0,3377,1439
2017,121,0,4448,1440
2018,121,0,4448,1440
2017,103,1,1461,1441
2018,28,1,1461,1441
2018,69,2,1143,1442
2018,15,1,1143,1443
2018,121,0,5394,1444
2017,60,0,5229,1445
2018,100,0,5229,1445
2018,121,0,5559,1446
2017,9,0,4736,1447
2017,121,0,4217,1448
2018,121,0,4217,1448
2018,114,4,650,1449
2017,95,2,992,1450
2018,121,6,992,1450
2018,63,0,5071,1451
2018,86,0,5285,1452
2018,60,0,845,1453
2018,69,0,5285,1454
2017,18,0,1066,1455
2017,57,0,498,1456
2018,121,1,498,1456
2017,63,0,5614,1457
2016,121,0,4962,1458
2017,121,0,4962,1459
2018,121,0,4962,1459
2018,116,0,2886,1460
2018,81,0,5450,1461
2018,56,0,2886,1462
2017,102,11,1303,1463
2016,44,0,498,1464
2018,121,5,2544,1465
2017,37,1,918,1466
2018,85,0,918,1466
2018,66,0,545,1467
2018,121,0,596,1468
2018,82,0,4906,1469
2017,36,0,992,1470
2017,51,0,1066,1471
2018,121,2,1066,1471
2017,35,2,1463,1472
2018,55,1,1463,1472
2017,7,0,2715,1473
2018,121,0,2715,1473
2017,94,2,1224,1474
2018,121,0,1224,1474
2017,13,0,1304,1475
2017,46,2,1618,1476
2018,91,5,1618,1476
2018,38,0,1776,1477
2018,81,2,709,1478
2017,64,0,846,1479
2018,121,0,846,1479
2017,85,2,774,1480
2018,121,1,774,1480
2018,61,0,919,1481
2018,33,0,919,1482
2017,16,2,1304,1483
2017,109,2,1618,1484
2018,121,0,1618,1484
2018,121,0,5342,1485
2017,74,0,4335,1486
2018,121,0,4335,1486
2017,121,0,3750,1487
2018,35,0,3750,1487
2017,92,1,3821,1488
2018,86,0,4908,1489
2017,121,0,3533,1490
2018,121,14,547,1491
2018,99,0,710,1492
2018,44,0,3533,1493
2018,121,1,710,1494
2016,54,0,4908,1495
2017,86,4,1305,1496
2017,121,5,3303,1497
2018,121,8,3303,1498
2018,119,1,3458,1499
2018,121,0,3679,1500
2017,96,0,1069,1501
2018,121,1,1069,1501
2017,111,0,5233,1502
2018,121,0,5233,1502
2017,18,0,5563,1503
2018,117,0,5563,1503
2017,121,0,3223,1504
2018,36,0,3223,1504
2018,24,2,776,1505
2017,39,1,3141,1506
2018,108,6,921,1507
2017,62,1,3141,1508
2018,102,0,5508,1509
2017,94,0,4452,1510
2018,109,0,4452,1510
2017,114,0,1226,1511
2017,90,4,921,1512
2018,72,5,921,1512
2018,110,1,3305,1513
2017,121,1,3382,1514
2018,80,0,3382,1514
2018,110,0,3142,1515
2017,27,0,3460,1516
2017,121,0,3681,1517
2018,97,0,3681,1517
2018,37,0,5180,1518
2017,101,0,3609,1519
2018,63,0,3609,1519
2018,44,0,5289,1520
2017,42,0,5454,1521
2017,121,0,3824,1522
2018,121,0,3824,1522
2018,13,0,5673,1523
2017,24,0,5345,1524
2018,56,0,3225,1525
2016,36,0,3143,1526
2017,121,4,3143,1526
2018,121,4,3143,1526
2017,121,1,3610,1527
2018,121,0,3610,1527
2018,5,0,655,1528
2018,121,0,3536,1529
2017,95,0,3536,1530
2016,116,0,1467,1531
2017,4,0,1467,1532
2018,106,0,5511,1533
2017,39,0,2720,1534
2017,119,0,5077,1535
2018,41,0,5077,1535
2018,27,0,3611,1536
2018,64,0,3384,1537
2018,121,0,5729,1538
2017,41,0,4686,1539
2018,94,0,4686,1539
2018,63,0,4281,1540
2018,17,0,5456,1541
2017,110,0,5024,1542
2018,37,0,2464,1543
2017,99,0,3612,1544
2017,121,0,4857,1545
2018,121,0,4857,1545
2018,65,0,4913,1546
2017,70,0,4969,1547
2017,83,1,3308,1548
2018,121,0,3308,1548
2017,42,0,4744,1549
2018,32,0,4745,1550
2017,121,0,4745,1551
2017,44,0,3685,1552
2018,40,0,3685,1553
2018,47,0,3386,1554
2018,43,0,3756,1555
2017,27,0,5026,1556
2018,19,0,5026,1556
2017,28,0,5133,1557
2017,58,0,5133,1558
2017,111,0,3686,1559
2018,2,0,3686,1559
2016,53,0,3465,1560
2017,69,0,3465,1560
2018,82,0,3465,1560
2017,31,0,4103,1561
2018,47,0,4103,1561
2016,40,0,4103,1562
2017,82,0,5185,1563
2018,10,0,5185,1563
2017,121,0,3828,1564
2018,14,0,3828,1564
2017,17,0,4804,1565
2017,121,2,3615,1566
2018,94,0,3615,1566
2018,6,0,4860,1567
2017,96,0,4861,1568
2018,21,0,4861,1568
2018,92,0,3149,1569
2017,85,0,5135,1570
2018,33,0,5135,1570
2017,110,2,1706,1571
2018,76,0,1706,1571
2017,10,0,4691,1572
2015,112,0,5734,1573
2015,10,0,5734,1574
2015,112,0,5679,1575
2017,22,0,4749,1576
2015,112,0,5680,1577
2015,112,0,5680,1578
2015,111,0,5626,1579
2015,111,0,5626,1580
2015,112,0,5680,1581
2015,78,0,5680,1582
2015,10,0,5680,1583
2017,95,0,4918,1584
2017,81,0,5083,1585
2018,121,0,5083,1585
2017,121,0,5188,1586
2015,112,0,5680,1587
2015,112,0,5680,1588
2015,19,0,5626,1589
2017,5,0,5189,1590
2018,98,0,5189,1590
2017,121,0,5353,1591
2018,66,0,5353,1591
2015,10,0,5627,1592
2015,112,0,5681,1593
2015,112,0,5627,1594
2017,114,0,4863,1595
2018,121,0,4863,1595
2015,111,0,5627,1596
2015,110,0,5573,1597
2018,121,0,5030,1598
2015,61,0,5627,1599
2017,112,0,5137,1600
2018,115,0,5137,1600
2015,111,0,5627,1601
2015,112,0,5627,1602
2018,121,0,5944,1603
2018,121,0,5944,1604
2015,112,0,5574,1605
2015,9,0,5574,1606
2015,103,0,5628,1607
2018,90,0,5085,1608
2015,53,0,5628,1609
2017,107,0,4976,1610
2017,107,0,2986,1611
2018,77,0,2986,1611
2015,7,0,5574,1612
2015,9,0,5628,1613
2015,106,0,5628,1614
2015,59,0,5574,1615
2017,109,0,5138,1616
2015,41,0,5519,1617
2017,121,0,4808,1618
2018,47,0,4808,1619
2015,102,0,5574,1620
2017,121,0,4921,1621
2018,36,0,4921,1621
2017,84,5,1238,1622
2018,116,4,1238,1622
2015,110,0,5520,1623
2015,112,0,5520,1624
2017,97,0,5465,1625
2018,121,0,5086,1626
2017,120,2,1318,1627
2018,121,5,1318,1627
2018,121,10,1790,1628
2017,1,0,4695,1629
2017,121,0,3693,1630
2018,55,0,3693,1630
2018,8,0,5356,1631
2017,1,0,2730,1632
2018,48,2,2473,1633
2018,16,0,5301,1634
2017,86,9,1792,1635
2018,80,8,1792,1635
2017,121,10,1960,1636
2018,121,0,1960,1636
2018,121,0,5141,1637
2018,92,0,5467,1638
2017,23,0,3548,1639
2018,16,0,3548,1640
2018,41,0,3155,1641
2017,47,0,3548,1642
2018,24,0,3548,1642
2017,96,4,1793,1643
2018,121,0,1793,1643
2017,11,0,5900,1644
2018,121,0,5900,1644
2017,90,0,5468,1645
2018,65,0,5468,1645
2018,30,0,5850,1646
2017,121,0,5796,1647
2018,121,0,5796,1647
2018,49,3,1877,1648
2017,104,1,2214,1649
2018,121,14,2129,1650
2018,121,0,3396,1651
2018,39,0,1322,1652
2017,54,1,1559,1653
2018,103,4,1559,1653
2017,87,0,5249,1654
2018,20,0,5249,1654
2018,121,0,3475,1655
2017,32,0,4351,1656
2017,85,0,5469,1657
2018,56,0,5469,1657
2017,109,0,5304,1658
2018,3,0,3075,1659
2018,112,3,2215,1660
2017,81,0,5901,1661
2017,56,0,4925,1662
2017,13,0,4293,1663
2017,117,0,5579,1664
2018,121,0,5579,1664
2018,34,3,2389,1665
2017,103,1,1878,1666
2018,121,7,1878,1666
2017,33,0,1560,1667
2018,121,4,1560,1667
2017,113,0,5634,1668
2018,85,0,5634,1668
2017,88,0,5743,1669
2018,121,0,5743,1669
2017,116,82,1715,1670
2018,36,31,1715,1670
2017,121,4,1560,1671
2018,121,8,1560,1671
2016,12,0,3980,1672
2017,76,0,3980,1672
2018,73,0,3980,1672
2017,58,2,1403,1673
2018,121,3,1403,1673
2018,92,0,4926,1674
2018,68,1,1637,1675
2017,83,0,2564,1676
2018,78,0,2564,1677
2017,49,0,1086,1678
2018,121,2,1086,1678
2017,89,0,5853,1679
2018,76,0,5853,1679
2017,101,0,5526,1680
2018,10,0,5526,1680
2017,28,0,1796,1681
2018,102,26,1796,1681
2016,26,0,3241,1682
2017,97,0,3241,1682
2018,63,0,3241,1682
2018,23,0,5416,1683
2018,93,1,1165,1684
2017,97,0,4236,1685
2018,33,0,4236,1685
2018,121,0,3911,1686
2017,121,0,3911,1687
2017,106,0,5526,1688
2017,97,1,1324,1689
2018,121,1,1324,1689
2017,56,0,4353,1690
2018,65,0,4758,1691
2018,40,0,4758,1692
2017,117,24,1483,1693
2018,121,4,1483,1693
2017,101,18,1716,1694
2018,20,1,1638,1695
2017,121,1,1796,1696
2018,121,0,1796,1696
2017,91,1,1561,1697
2018,103,1,1561,1697
2018,32,0,1165,1698
2017,119,0,3981,1699
2017,121,1,1325,1700
2018,113,1,1325,1700
2017,101,0,5198,1701
2018,61,0,5198,1701
2016,112,0,5198,1702
2017,121,0,4296,1703
2018,18,0,4296,1703
2017,83,8,1405,1704
2018,76,0,1405,1704
2017,117,0,5745,1705
2017,121,0,5999,1706
2018,121,0,5999,1706
2018,79,0,4816,1707
2017,93,0,5527,1708
2018,121,0,5527,1708
2017,107,0,4296,1709
2018,116,0,4296,1709
2017,121,0,5583,1710
2018,117,0,5583,1710
2017,114,0,4178,1711
2018,121,0,4178,1711
2017,111,2,1882,1712
2018,121,3,1882,1712
2017,114,1,2480,1713
2018,121,2,2480,1713
2017,109,8,2393,1714
2017,121,0,5691,1715
2018,59,0,5691,1715
2017,93,2,1718,1716
2018,79,1,1718,1716
2017,109,0,4355,1717
2018,121,0,4355,1718
2017,104,9,1246,1719
2018,103,9,1246,1719
2016,116,0,5253,1720
2017,121,0,5253,1720
2018,101,0,5253,1720
2017,113,0,4051,1721
2018,89,0,4051,1721
2017,52,0,5691,1722
2018,120,0,5691,1722
2018,121,2,1563,1723
2018,106,0,5308,1724
2017,62,0,5308,1725
2017,112,0,3242,1726
2018,121,0,3242,1726
2018,117,0,5637,1727
2017,121,0,4178,1728
2018,121,0,4178,1728
2018,49,0,3479,1729
2017,121,0,4647,1730
2017,121,0,4298,1731
2018,121,0,4298,1731
2017,96,3,2051,1732
2018,102,2,2051,1732
2017,121,0,4179,1733
2018,121,0,4179,1733
2017,121,0,5254,1734
2016,93,0,5254,1735
2017,45,0,3984,1736
2018,121,0,3984,1736
2017,65,0,4298,1737
2017,64,0,3914,1738
2017,121,0,4239,1739
2018,105,0,4239,1739
2017,86,0,5638,1740
2018,121,0,5638,1740
2018,61,0,3843,1741
2017,121,0,5906,1742
2018,2,0,3243,1743
2017,63,0,2306,1744
2017,42,1,1883,1745
2018,18,0,1883,1745
2017,90,0,5802,1746
2018,121,1,2136,1747
2017,22,0,2136,1748
2018,28,0,6002,1749
2016,29,0,4180,1750
2017,52,0,4180,1750
2018,76,0,4180,1750
2017,100,0,1800,1751
2017,121,0,4299,1752
2018,12,0,4299,1752
2017,121,0,5748,1753
2018,84,0,5748,1753
2018,121,6,1968,1754
2018,66,0,4475,1755
2018,99,0,4649,1756
2018,12,0,3845,1757
2017,121,0,3986,1758
2018,121,0,3986,1758
2017,52,0,4241,1759
2017,58,0,3846,1760
2017,121,0,3988,1761
2018,121,0,3988,1761
2017,47,0,3988,1762
2017,38,0,3847,1763
2017,121,0,2912,1764
2018,13,0,2912,1764
2018,96,0,3847,1765
2017,121,0,3988,1766
2018,9,0,3988,1766
2017,121,1,3847,1767
2018,66,0,3919,1768
2018,57,0,2574,1769
2018,121,0,2313,1770
